,0,1,2
regrettable,1.9721e-07,r>r|ɪ0>e|g>g|r>r|ɛ1>e|t>tt|ʌ0>a|b>b|ʌ0;l>le,
regretted,9.4663e-06,r>r|ɪ0>e|g>g|r>r|ɛ1>e|t>tt|ɪ0>e|d>d,
regretting,1.3805000000000002e-06,r>r|ɪ0>e|g>g|r>r|ɛ1>e|t>tt|ɪ0>i|ŋ>ng,
regular,3.9443e-05,r>r|ɛ1>e|g>g|j;ʌ0>u|l>l|ɝ0>ar,
regularity,3.1554000000000003e-06,r>r|ɛ2>e|g>g|j;ʌ0>u|l>l|ɛ1>a|r>r|ɪ0>i|t>t|i0>y,
regularly,1.2425e-05,r>r|ɛ1>e|g>g|j;ʌ0>u|l>l|ɝ0>ar|l>l|i0>y,
regulars,1.9721e-07,r>r|ɛ1>e|g>g|j;ʌ0>u|l>l|ɝ0>ar|z>s,
regulate,5.916399999999999e-07,r>r|ɛ1>e|g>g|j;ʌ0>u|l>l|eɪ2>a|t>te,
regulated,3.9443000000000007e-07,r>r|ɛ1>e|g>g|j;ʌ0>u|l>l|eɪ2>a|t>t|ɪ0>e|d>d,
regulates,1.9721e-07,r>r|ɛ1>e|g>g|j;ʌ0>u|l>l|eɪ2>a|t>te|s>s,
regulating,1.9721e-07,r>r|ɛ1>e|g>g|j;ʌ0>u|l>l|eɪ2>a|t>t|ɪ0>i|ŋ>ng,
regulation,3.9443000000000007e-07,r>r|ɛ2>e|g>g|j;ʌ0>u|l>l|eɪ1>a|ʃ>ti|ʌ0>o|n>n,
regulations,7.888600000000001e-07,r>r|ɛ2>e|g>g|j;ʌ0>u|l>l|eɪ1>a|ʃ>ti|ʌ0>o|n>n|z>s,
rehearsal,1.3805000000000002e-06,r>r|i0>e|h>h|ɝ1>ear|s>s|ʌ0>a|l>l,
rehearsals,7.888600000000001e-07,r>r|ɪ0>e|h>h|ɝ1>ear|s>s|ʌ0>a|l>l|z>s,
rehearse,5.916399999999999e-07,r>r|i0>e|h>h|ɝ1>ear|s>se,
rehearsed,7.888600000000001e-07,r>r|i0>e|h>h|ɝ1>ear|s>se|t>d,
rehearsing,9.860700000000002e-07,r>r|ɪ0>e|h>h|ɝ1>ear|s>s|ɪ0>i|ŋ>ng,
reid,3.5499e-06,r>re|i1>i|d>d,
reign,6.1136e-06,r>r|eɪ1>eig|n>n,
reigned,1.5974e-05,r>r|eɪ1>eig|n>n|d>ed,
reigning,1.5777000000000002e-06,r>r|eɪ1>eig|n>n|ɪ0>i|ŋ>ng,
reigns,7.888600000000001e-07,r>r|eɪ1>eig|n>n|z>s,
rein,6.5080999999999996e-06,r>r|eɪ1>ei|n>n,
reindeer,1.558e-05,r>r|eɪ1>ei|n>n|d>d|ɪ2>ee|r>r,
reined,2.5638e-06,r>r|eɪ1>ei|n>n|d>ed,
reinforced,1.9721e-07,r>r|i2>e|ɪ0>i|n>n|f>f|ɔ1>o|r>r|s>ce|t>d,
reinforcement,1.1833e-06,r>r|i2>e|ɪ0>i|n>n|f>f|ɔ1>o|r>r|s>ce|m>m|ɛ0>e|n>n|t>t,
reinforcements,1.1833e-06,r>r|i2>e|ɪ0>i|n>n|f>f|ɔ1>o|r>r|s>ce|m>m|ɛ0>e|n>n|t>t|s>s,
reins,1.3805e-05,r>r|eɪ1>ei|n>n|z>s,
reinstate,1.9721e-07,r>r|i2>e|ɪ0>i|n>n|s>s|t>t|eɪ1>a|t>te,
reinstated,1.9721e-07,r>r|i2>e|ɪ0>i|n>n|s>s|t>t|eɪ1>a|t>t|ɪ0>e|d>d,
reiterated,1.3805000000000002e-06,r>r|i0>e|ɪ1>i|t>t|ɝ0>er|eɪ2>a|t>t|ɪ0>e|d>d,
reject,9.860700000000002e-07,r>r|ɪ0>e|dʒ>j|ɛ1>e|k>c|t>t,
rejected,4.5359e-06,r>r|ɪ0>e|dʒ>j|ɛ1>e|k>c|t>t|ɪ0>e|d>d,
rejecting,3.9443000000000007e-07,r>r|ɪ0>e|dʒ>j|ɛ1>e|k>c|t>t|ɪ0>i|ŋ>ng,
rejection,9.860700000000002e-07,r>r|ɪ0>e|dʒ>j|ɛ1>e|k>c|ʃ>ti|ʌ0>o|n>n,
rejects,1.9721e-07,r>r|ɪ0>e|dʒ>j|ɛ1>e|k>c|t>t|s>s,
rejoice,1.1438e-05,r>r|ɪ0>e|dʒ>j|ɔɪ1>oi|s>ce,
rejoiced,2.3469000000000002e-05,r>r|ɪ0>e|dʒ>j|ɔɪ1>oi|s>ce|t>d,
rejoicing,1.913e-05,r>r|ɪ0>e|dʒ>j|ɔɪ1>oi|s>c|ɪ0>i|ŋ>ng,
rejoin,1.1833e-06,r>r|i0>e|dʒ>j|ɔɪ1>oi|n>n,
rejoinder,3.9443000000000007e-07,r>r|ɪ0>e|dʒ>j|ɔɪ1>oi|n>n|d>d|ɝ0>er,
rejoined,9.269099999999999e-06,r>r|i0>e|dʒ>j|ɔɪ1>oi|n>n|d>ed,
rejoining,3.9443000000000007e-07,r>r|i0>e|dʒ>j|ɔɪ1>oi|n>n|ɪ0>i|ŋ>ng,
rejuvenating,1.9721e-07,r>r|i0>e|dʒ>j|u1>u|v>v|ɛ0>e|n>n|eɪ2>a|t>t|ɪ0>i|ŋ>ng,
rekindled,7.888600000000001e-07,r>r|i0>e|k>k|ɪ1>i|n>n|d>d|ʌ0;l>le|d>d,
relapse,3.9443000000000007e-07,r>r|i0>e|l>l|æ1>a|p>p|s>se,
relapsed,2.3666e-06,r>r|i0>e|l>l|æ1>a|p>p|s>se|t>d,
relapses,1.9721e-07,r>r|ɪ0>e|l>l|æ1>a|p>p|s>s|ɪ0>e|z>s,
relapsing,3.9443000000000007e-07,r>r|ɪ0>e|l>l|æ1>a|p>p|s>s|ɪ0>i|ŋ>ng,
relate,8.6774e-06,r>r|ɪ0>e|l>l|eɪ1>a|t>te,
related,1.3213e-05,r>r|ɪ0>e|l>l|eɪ1>a|t>t|ɪ0>e|d>d,
relates,9.860700000000002e-07,r>r|ɪ0>e|l>l|eɪ1>a|t>te|s>s,
relating,9.860700000000002e-07,r>r|ɪ0>e|l>l|eɪ1>a|t>t|ɪ0>i|ŋ>ng,
relation,7.6914e-06,r>r|i0>e|l>l|eɪ1>a|ʃ>ti|ʌ0>o|n>n,
relations,1.4791e-05,r>r|i0>e|l>l|eɪ1>a|ʃ>ti|ʌ0>o|n>n|z>s,
relationship,1.7749000000000002e-06,r>r|i0>e|l>l|eɪ1>a|ʃ>ti|ʌ0>o|n>n|ʃ>sh|ɪ2>i|p>p,
relationships,1.9721e-07,r>r|i0>e|l>l|eɪ1>a|ʃ>ti|ʌ0>o|n>n|ʃ>sh|ɪ2>i|p>p|s>s,
relative,6.5080999999999996e-06,r>r|ɛ1>e|l>l|ʌ0>a|t>t|ɪ0>i|v>ve,
relatives,1.8341e-05,r>r|ɛ1>e|l>l|ʌ0>a|t>t|ɪ0>i|v>ve|z>s,
relax,1.9721e-07,r>r|ɪ0>e|l>l|æ1>a|k;s>x,
relaxation,7.888600000000001e-07,r>r|i2>e|l>l|æ0>a|k;s>x|eɪ1>a|ʃ>ti|ʌ0>o|n>n,
relaxed,4.5359e-06,r>r|ɪ0>e|l>l|æ1>a|k;s>x|t>ed,
relaxing,9.860700000000002e-07,r>r|ɪ0>e|l>l|æ1>a|k;s>x|ɪ0>i|ŋ>ng,
relay,1.9721e-07,r>r|i1>e|l>l|eɪ2>ay,
relays,1.9721e-07,r>r|i1>e|l>l|eɪ2>ay|z>s,
release,4.9304e-06,r>r|i0>e|l>l|i1>ea|s>se,
released,6.7053e-06,r>r|i0>e|l>l|i1>ea|s>se|t>d,
releases,1.9721e-07,r>r|ɪ0>e|l>l|i1>ea|s>s|ɪ0>e|z>s,
releasing,7.888600000000001e-07,r>r|i0>e|l>l|i1>ea|s>s|ɪ0>i|ŋ>ng,
relegated,1.9721e-07,r>r|ɛ1>e|l>l|ɛ0>e|g>g|eɪ2>a|t>t|ɪ0>e|d>d,
relent,2.9582e-06,r>r|ɪ0>e|l>l|ɛ1>e|n>n|t>t,
relented,4.7331e-06,r>r|ɪ0>e|l>l|ɛ1>e|n>n|t>t|ɪ0>e|d>d,
relentless,1.5777000000000002e-06,r>r|ɪ0>e|l>l|ɛ1>e|n>n|t>t|l>l|ɪ0>e|s>ss,
relentlessly,5.916399999999999e-07,r>r|ɪ0>e|l>l|ɛ1>e|n>n|t>t|l>l|ɛ0>e|s>ss|l>l|i0>y,
relevant,1.9721e-07,r>r|ɛ1>e|l>l|ɛ0>e|v>v|ʌ0>a|n>n|t>t,
reliable,3.1554000000000003e-06,r>r|ɪ0>e|l>l|aɪ1>i|ʌ0>a|b>b|ʌ0;l>le,
reliance,1.9721e-07,r>r|ɪ0>e|l>l|aɪ1>i|ʌ0>a|n>n|s>ce,
relic,7.888600000000001e-07,r>r|ɛ1>e|l>l|ɪ0>i|k>c,
relics,4.9304e-06,r>r|ɛ1>e|l>l|ɪ0>i|k>c|s>s,
relied,9.860700000000002e-07,r>r|ɪ0>e|l>l|aɪ1>i|d>ed,
relief,5.482600000000001e-05,r>r|ɪ0>e|l>l|i1>ie|f>f,
reliefs,1.9721e-07,r>r|i0>e|l>l|i1>ie|f>f|s>s,
relieve,4.5359e-06,r>r|ɪ0>e|l>l|i1>ie|v>ve,
relieved,3.0174e-05,r>r|ɪ0>e|l>l|i1>ie|v>ve|d>d,
relieving,7.888600000000001e-07,r>r|ɪ0>e|l>l|i1>ie|v>v|ɪ0>i|ŋ>ng,
religion,1.3015999999999999e-05,r>r|ɪ0>e|l>l|ɪ1>i|dʒ>gi|ʌ0>o|n>n,
religions,3.9443000000000007e-07,r>r|i0>e|l>l|ɪ1>i|dʒ>gi|ʌ0>o|n>n|z>s,
religious,1.0058e-05,r>r|ɪ0>e|l>l|ɪ1>i|dʒ>gi|ʌ0>ou|s>s,
religiously,9.860700000000002e-07,r>r|ɪ0>e|l>l|ɪ1>i|dʒ>gi|ʌ0>ou|s>s|l>l|i0>y,
relinquish,1.7749000000000002e-06,r>r|ɪ0>e|l>l|ɪ1>i|ŋ>n|k>q|w>u|ɪ0>i|ʃ>sh,
relinquished,1.5777000000000002e-06,r>r|ɪ0>e|l>l|ɪ1>i|ŋ>n|k>q|w>u|ɪ0>i|ʃ>sh|t>ed,
relinquishing,9.860700000000002e-07,r>r|i0>e|l>l|ɪ1>i|ŋ>n|k>q|w>u|ɪ0>i|ʃ>sh|ɪ0>i|ŋ>ng,
relish,1.1044000000000001e-05,r>r|ɛ1>e|l>l|ɪ0>i|ʃ>sh,
relished,3.9443000000000007e-07,r>r|ɛ1>e|l>l|ɪ0>i|ʃ>sh|t>ed,
relishing,5.916399999999999e-07,r>r|ɛ1>e|l>l|ɪ0>i|ʃ>sh|ɪ0>i|ŋ>ng,
relived,1.9721e-07,r>r|i0>e|l>l|ɪ1>i|v>ve|d>d,
reliving,1.9721e-07,r>r|i0>e|l>l|ɪ1>i|v>v|ɪ0>i|ŋ>ng,
reloaded,3.9443000000000007e-07,r>r|i0>e|l>l|oʊ1>oa|d>d|ɪ0>e|d>d,
reluctance,2.7610000000000003e-06,r>r|ɪ0>e|l>l|ʌ1>u|k>c|t>t|ʌ0>a|n>n|s>ce,
reluctant,6.7053e-06,r>r|ɪ0>e|l>l|ʌ1>u|k>c|t>t|ʌ0>a|n>n|t>t,
reluctantly,1.3607999999999999e-05,r>r|ɪ0>e|l>l|ʌ1>u|k>c|t>t|ʌ0>a|n>n|t>t|l>l|i0>y,
rely,1.5777000000000002e-06,r>r|ɪ0>e|l>l|aɪ1>y,
relying,3.9443000000000007e-07,r>r|i0>e|l>l|aɪ1>y|ɪ0>i|ŋ>ng,
remain,5.0092e-05,r>r|ɪ0>e|m>m|eɪ1>ai|n>n,
remainder,6.9025e-06,r>r|ɪ0>e|m>m|eɪ1>ai|n>n|d>d|ɝ0>er,
remained,8.756299999999999e-05,r>r|ɪ0>e|m>m|eɪ1>ai|n>n|d>ed,
remaining,9.4663e-06,r>r|ɪ0>e|m>m|eɪ1>ai|n>n|ɪ0>i|ŋ>ng,
remains,1.4791e-05,r>r|ɪ0>e|m>m|eɪ1>ai|n>n|z>s,
remake,1.9721e-07,r>r|i1>e|m>m|eɪ1>a|k>ke,
remark,2.7413000000000003e-05,r>r|ɪ0>e|m>m|ɑ1>a|r>r|k>k,
remarkable,2.2482e-05,r>r|ɪ0>e|m>m|ɑ1>a|r>r|k>k|ʌ0>a|b>b|ʌ0;l>le,
remarkably,1.0255e-05,r>r|ɪ0>e|m>m|ɑ1>a|r>r|k>k|ʌ0>a|b>b|l>l|i0>y,
remarked,4.7923e-05,r>r|ɪ0>e|m>m|ɑ1>a|r>r|k>k|t>ed,
remarking,2.5638e-06,r>r|ɪ0>e|m>m|ɑ1>a|r>r|k>k|ɪ0>i|ŋ>ng,
remarks,2.2088000000000003e-05,r>r|ɪ0>e|m>m|ɑ1>a|r>r|k>k|s>s,
rembrandt,3.9443000000000007e-07,r>r|ɛ1>e|m>m|b>b|r>r|æ2>a|n>n|t>dt,
remedied,7.888600000000001e-07,r>r|ɛ1>e|m>m|ɛ0>e|d>d|i0>ie|d>d,
remedies,4.5359e-06,r>r|ɛ1>e|m>m|ɛ0>e|d>d|i0>ie|z>s,
remedy,7.6914e-06,r>r|ɛ1>e|m>m|ɛ0>e|d>d|i0>y,
remember,0.00024356,r>r|ɪ0>e|m>m|ɛ1>e|m>m|b>b|ɝ0>er,
remembered,0.00013864,r>r|ɪ0>e|m>m|ɛ1>e|m>m|b>b|ɝ0>er|d>ed,
remembering,3.2343e-05,r>r|ɪ0>e|m>m|ɛ1>e|m>m|b>b|ɝ0>er|ɪ0>i|ŋ>ng,
remembers,7.0997e-06,r>r|ɪ0>e|m>m|ɛ1>e|m>m|b>b|ɝ0>er|z>s,
remembrance,1.7749000000000002e-05,r>r|i0>e|m>m|ɛ1>e|m>m|b>b|r>r|ʌ0>a|n>n|s>ce,
remembrances,1.9721e-06,r>r|ɪ0>e|m>m|ɛ1>e|m>m|b>b|r>r|ʌ0>a|n>n|s>c|ɪ0>e|z>s,
remind,1.696e-05,r>r|i0>e|m>m|aɪ1>i|n>n|d>d,
reminded,2.2482e-05,r>r|i0>e|m>m|aɪ1>i|n>n|d>d|ɪ0>e|d>d,
reminder,2.3666e-06,r>r|i0>e|m>m|aɪ1>i|n>n|d>d|ɝ0>er,
reminders,3.9443000000000007e-07,r>r|i0>e|m>m|aɪ1>i|n>n|d>d|ɝ0>er|z>s,
reminding,2.3666e-06,r>r|i0>e|m>m|aɪ1>i|n>n|d>d|ɪ0>i|ŋ>ng,
reminds,1.065e-05,r>r|i0>e|m>m|aɪ1>i|n>n|d>d|z>s,
remington,3.9443000000000007e-07,r>r|ɛ1>e|m>m|ɪ0>i|ŋ>ng|t>t|ʌ0>o|n>n,
reminisced,1.9721e-07,r>r|ɛ2>e|m>m|ɪ0>i|n>n|ɪ1>i|s>sce|t>d,
reminiscence,7.888600000000001e-07,r>r|ɛ2>e|m>m|ɪ0>i|n>n|ɪ1>i|s>sc|ɛ0>e|n>n|s>ce,
reminiscences,2.5638e-06,r>r|ɛ2>e|m>m|ɪ0>i|n>n|ɪ1>i|s>sc|ɛ0>e|n>n|s>c|ɪ0>e|z>s,
reminiscent,7.888600000000001e-07,r>r|ɛ2>e|m>m|ɪ0>i|n>n|ɪ1>i|s>sc|ɛ0>e|n>n|t>t,
remiss,5.916399999999999e-07,r>r|i0>e|m>m|ɪ1>i|s>ss,
remission,1.9721e-07,r>r|i0>e|m>m|ɪ1>i|ʃ>ssi|ʌ0>o|n>n,
remit,1.9721e-07,r>r|i0>e|m>m|ɪ1>i|t>t,
remitted,1.9721e-07,r>r|i0>e|m>m|ɪ1>i|t>tt|ɪ0>e|d>d,
remnant,2.1694e-06,r>r|ɛ1>e|m>m|n>n|ʌ0>a|n>n|t>t,
remnants,2.7610000000000003e-06,r>r|ɛ1>e|m>m|n>n|ʌ0>a|n>n|t>t|s>s,
remodel,3.9443000000000007e-07,r>r|i0>e|m>m|ɑ1>o|d>d|ɛ0>e|l>l,
remodeled,3.9443000000000007e-07,r>r|i0>e|m>m|ɑ1>o|d>d|ɛ0>e|l>l|d>ed,
remorse,1.3607999999999999e-05,r>r|ɪ0>e|m>m|ɔ1>o|r>r|s>se,
remorseful,6.3109e-06,r>r|ɪ0>e|m>m|ɔ1>o|r>r|s>se|f>f|ʌ0>u|l>l,
remorseless,1.9721e-07,r>r|ɪ0>e|m>m|ɔ1>o|r>r|s>se|l>l|ɛ0>e|s>ss,
remote,1.0255e-05,r>r|ɪ0>e|m>m|oʊ1>o|t>te,
remotely,5.916399999999999e-07,r>r|i0>e|m>m|oʊ1>o|t>te|l>l|i0>y,
remoteness,3.9443000000000007e-07,r>r|i0>e|m>m|oʊ1>o|t>te|n>n|ɛ0>e|s>ss,
remotest,1.7749000000000002e-06,r>r|ɪ0>e|m>m|oʊ1>o|t>t|ɛ0>e|s>s|t>t,
removable,1.9721e-07,r>r|ɪ0>e|m>m|u1>o|v>v|ʌ0>a|b>b|ʌ0;l>le,
removal,1.1833e-06,r>r|ɪ0>e|m>m|u1>o|v>v|ʌ0>a|l>l,
remove,7.2969e-06,r>r|i0>e|m>m|u1>o|v>ve,
removed,2.5046e-05,r>r|i0>e|m>m|u1>o|v>ve|d>d,
removes,5.916399999999999e-07,r>r|i0>e|m>m|u1>o|v>ve|z>s,
removing,3.5499e-06,r>r|i0>e|m>m|u1>o|v>v|ɪ0>i|ŋ>ng,
remuneration,1.9721e-07,r>r|ɪ0>e|m>m|j;u2>u|n>n|ɝ0>er|eɪ1>a|ʃ>ti|ʌ0>o|n>n,
render,5.522000000000001e-06,r>r|ɛ1>e|n>n|d>d|ɝ0>er,
rendered,7.2969e-06,r>r|ɛ1>e|n>n|d>d|ɝ0>er|d>ed,
rendering,1.3805000000000002e-06,r>r|ɛ1>e|n>n|d>d|ɝ0>er|ɪ0>i|ŋ>ng,
renders,1.9721e-07,r>r|ɛ1>e|n>n|d>d|ɝ0>er|z>s,
rendezvous,1.7749000000000002e-06,r>r|ɑ1>e|n>n|d>d|ɪ0>e|v>zv|u2>ous,
rending,2.1694e-06,r>r|ɛ1>e|n>n|d>d|ɪ0>i|ŋ>ng,
rene,3.9443000000000007e-07,r>r|ɛ0>e|n>n|eɪ1>e,
renegade,3.9443000000000007e-07,r>r|ɛ1>e|n>n|ɛ0>e|g>g|eɪ2>a|d>de,
renew,2.1694e-06,r>r|ɪ0>e|n>n|u1>ew,
renewed,4.7331e-06,r>r|ɪ0>e|n>n|j;u1>ew|d>ed,
renewing,3.9443000000000007e-07,r>r|ɪ0>e|n>n|j;u1>ew|ɪ0>i|ŋ>ng,
renews,1.9721e-07,r>r|ɪ0>e|n>n|j;u1>ew|z>s,
rennie,3.7470999999999997e-06,r>r|ɛ1>e|n>nn|i0>ie,
renounce,5.916399999999999e-07,r>r|ɪ0>e|n>n|aʊ1>ou|n>n|s>ce,
renounced,9.860700000000002e-07,r>r|ɪ0>e|n>n|aʊ1>ou|n>n|s>ce|t>d,
renounces,1.9721e-07,r>r|ɪ0>e|n>n|aʊ1>ou|n>n|s>c|ɪ0>e|z>s,
renouncing,3.9443000000000007e-07,r>r|ɪ0>e|n>n|aʊ1>ou|n>n|s>c|ɪ0>i|ŋ>ng,
renovate,1.9721e-07,r>r|ɛ1>e|n>n|ʌ0>o|v>v|eɪ2>a|t>te,
renovating,1.9721e-07,r>r|ɛ1>e|n>n|ʌ0>o|v>v|eɪ2>a|t>t|ɪ0>i|ŋ>ng,
renovation,1.9721e-07,r>r|ɛ2>e|n>n|ʌ0>o|v>v|eɪ1>a|ʃ>ti|ʌ0>o|n>n,
renown,1.3805000000000002e-06,r>r|ɪ0>e|n>n|aʊ1>ow|n>n,
renowned,1.3805000000000002e-06,r>r|ɪ0>e|n>n|aʊ1>ow|n>n|d>ed,
rent,1.4594000000000001e-05,r>r|ɛ1>e|n>n|t>t,
rented,4.9304e-06,r>r|ɛ1>e|n>n|t>t|ɪ0>e|d>d,
renting,3.9443000000000007e-07,r>r|ɛ1>e|n>n|t>t|ɪ0>i|ŋ>ng,
rents,3.7470999999999997e-06,r>r|ɛ1>e|n>n|t>t|s>s,
renunciation,5.916399999999999e-07,r>r|ɪ0>e|n>n|ʌ2>u|n>n|s>c|i0>i|eɪ1>a|ʃ>ti|ʌ0>o|n>n,
reopened,7.888600000000001e-07,r>r|i0>e|oʊ1>o|p>p|ɛ0>e|n>n|d>ed,
repaid,6.1136e-06,r>r|i0>e|p>p|eɪ1>ai|d>d,
repainted,5.916399999999999e-07,r>r|i0>e|p>p|eɪ1>ai|n>n|t>t|ɛ0>e|d>d,
repair,4.9304e-06,r>r|ɪ0>e|p>p|ɛ1>ai|r>r,
repaired,1.9721e-06,r>r|ɪ0>e|p>p|ɛ1>ai|r>r|d>ed,
repairing,1.3805000000000002e-06,r>r|ɪ0>e|p>p|ɛ1>ai|r>r|ɪ0>i|ŋ>ng,
repairs,9.860700000000002e-07,r>r|ɪ0>e|p>p|ɛ1>ai|r>r|z>s,
reparation,1.1833e-06,r>r|ɛ2>e|p>p|ɝ0>ar|eɪ1>a|ʃ>ti|ʌ0>o|n>n,
repartee,9.860700000000002e-07,r>r|ɛ2>e|p>p|ɝ0>ar|t>t|i1>ee,
repay,1.1044000000000001e-05,r>r|i0>e|p>p|eɪ1>ay,
repaying,5.916399999999999e-07,r>r|i0>e|p>p|eɪ1>ay|ɪ0>i|ŋ>ng,
repays,1.9721e-07,r>r|i2>e|p>p|eɪ1>ay|z>s,
repeal,1.9721e-07,r>r|ɪ0>e|p>p|i1>ea|l>l,
repeat,1.4594000000000001e-05,r>r|ɪ0>e|p>p|i1>ea|t>t,
repeated,6.015e-05,r>r|ɪ0>e|p>p|i1>ea|t>t|ɪ0>e|d>d,
repeatedly,7.888600000000001e-07,r>r|ɪ0>e|p>p|i1>ea|t>t|ɪ0>e|d>d|l>l|i0>y,
repeater,1.9721e-07,r>r|ɪ0>e|p>p|i1>ea|t>t|ɝ0>er,
repeating,9.269099999999999e-06,r>r|ɪ0>e|p>p|i1>ea|t>t|ɪ0>i|ŋ>ng,
repeats,5.916399999999999e-07,r>r|ɪ0>e|p>p|i1>ea|t>t|s>s,
repel,3.9443000000000007e-07,r>r|ɪ0>e|p>p|ɛ1>e|l>l,
repelled,3.9443000000000007e-07,r>r|ɛ0>e|p>p|ɛ1>e|l>ll|d>ed,
repellent,9.860700000000002e-07,r>r|ɪ0>e|p>p|ɛ1>e|l>ll|ɛ0>e|n>n|t>t,
repelling,1.9721e-07,r>r|ɛ0>e|p>p|ɛ1>e|l>ll|ɪ0>i|ŋ>ng,
repels,1.9721e-07,r>r|ɪ0>e|p>p|ɛ1>e|l>l|z>s,
repent,1.1241e-05,r>r|ɪ0>e|p>p|ɛ1>e|n>n|t>t,
repentance,5.1276e-06,r>r|ɪ0>e|p>p|ɛ1>e|n>n|t>t|ʌ0>a|n>n|s>ce,
repentant,3.7470999999999997e-06,r>r|ɪ0>e|p>p|ɛ1>e|n>n|t>t|ʌ0>a|n>n|t>t,
repented,8.0858e-06,r>r|ɪ0>e|p>p|ɛ1>e|n>n|t>t|ɪ0>e|d>d,
repetition,2.7610000000000003e-06,r>r|ɛ2>e|p>p|ɛ0>e|t>t|ɪ1>i|ʃ>ti|ʌ0>o|n>n,
repetitions,3.9443000000000007e-07,r>r|ɛ2>e|p>p|ɛ0>e|t>t|ɪ1>i|ʃ>ti|ʌ0>o|n>n|z>s,
replace,2.1694e-06,r>r|i2>e|p>p|l>l|eɪ1>a|s>ce,
replaced,5.522000000000001e-06,r>r|i2>e|p>p|l>l|eɪ1>a|s>ce|t>d,
replacing,1.5777000000000002e-06,r>r|ɪ0>e|p>p|l>l|eɪ1>a|s>c|ɪ0>i|ŋ>ng,
replanted,1.9721e-07,r>r|i0>e|p>p|l>l|æ1>a|n>n|t>t|ɪ0>e|d>d,
replenish,5.916399999999999e-07,r>r|i0>e|p>p|l>l|ɛ1>e|n>n|ɪ0>i|ʃ>sh,
replenished,1.1833e-06,r>r|i0>e|p>p|l>l|ɛ1>e|n>n|ɪ0>i|ʃ>sh|t>ed,
replenishing,1.9721e-07,r>r|i0>e|p>p|l>l|ɛ1>e|n>n|ɪ0>i|ʃ>sh|ɪ0>i|ŋ>ng,
replied,0.0004179,r>r|ɪ0>e|p>p|l>l|aɪ1>i|d>ed,
replies,3.1554000000000003e-06,r>r|ɪ0>e|p>p|l>l|aɪ1>i|z>es,
reply,6.330600000000001e-05,r>r|ɪ0>e|p>p|l>l|aɪ1>y,
replying,2.5638e-06,r>r|ɪ0>e|p>p|l>l|aɪ1>y|ɪ0>i|ŋ>ng,
report,2.5835e-05,r>r|ɪ0>e|p>p|ɔ1>o|r>r|t>t,
reportable,1.9721e-07,r>r|ɪ0>e|p>p|ɔ1>o|r>r|t>t|ʌ0>a|b>b|ʌ0;l>le,
reported,1.1438e-05,r>r|ɪ0>e|p>p|ɔ1>o|r>r|t>t|ɛ0>e|d>d,
reporter,9.860700000000002e-07,r>r|ɪ0>e|p>p|ɔ1>o|r>r|t>t|ɝ0>er,
reporters,2.5638e-06,r>r|ɪ0>e|p>p|ɔ1>o|r>r|t>t|ɝ0>er|z>s,
reporting,1.7749000000000002e-06,r>r|ɪ0>e|p>p|ɔ1>o|r>r|t>t|ɪ0>i|ŋ>ng,
reports,6.9025e-06,r>r|ɪ0>e|p>p|ɔ1>o|r>r|t>t|s>s,
repose,1.0452000000000001e-05,r>r|i0>e|p>p|oʊ1>o|z>se,
repositories,1.9721e-07,r>r|i0>e|p>p|ɑ1>o|z>s|ɪ0>i|t>t|ɔ2>o|r>r|i0>ie|z>s,
repository,1.9721e-07,r>r|i0>e|p>p|ɑ1>o|z>s|ɪ0>i|t>t|ɔ2>o|r>r|i0>y,
reprehensible,1.7749000000000002e-06,r>r|ɛ2>e|p>p|r>r|ɪ0>e|h>h|ɛ1>e|n>n|s>s|ɪ0>i|b>b|ʌ0;l>le,
represent,4.1415e-06,r>r|ɛ2>e|p>p|r>r|ɪ0>e|z>s|ɛ1>e|n>n|t>t,
representation,3.9443000000000007e-07,r>r|ɛ2>e|p>p|r>r|ɛ0>e|z>s|ɛ0>e|n>n|t>t|eɪ1>a|ʃ>ti|ʌ0>o|n>n,
representative,1.9721e-06,r>r|ɛ2>e|p>p|r>r|ɪ0>e|z>s|ɛ1>e|n>n|t>t|ʌ0>a|t>t|ɪ0>i|v>ve,
representatives,1.7749000000000002e-06,r>r|ɛ2>e|p>p|r>r|ɪ0>e|z>s|ɛ1>e|n>n|t>t|ʌ0>a|t>t|ɪ0>i|v>ve|z>s,
represented,7.6914e-06,r>r|ɛ2>e|p>p|r>r|ɪ0>e|z>s|ɛ1>e|n>n|t>t|ɪ0>e|d>d,
representing,1.9721e-06,r>r|ɛ2>e|p>p|r>r|ɪ0>e|z>s|ɛ1>e|n>n|t>t|ɪ0>i|ŋ>ng,
represents,3.9443000000000007e-07,r>r|ɛ2>e|p>p|r>r|ɪ0>e|z>s|ɛ1>e|n>n|t>t|s>s,
repress,3.3526e-06,r>r|i0>e|p>p|r>r|ɛ1>e|s>ss,
repressed,3.9443e-06,r>r|i0>e|p>p|r>r|ɛ1>e|s>ss|t>ed,
repressing,1.9721e-07,r>r|i0>e|p>p|r>r|ɛ1>e|s>ss|ɪ0>i|ŋ>ng,
repression,5.916399999999999e-07,r>r|i0>e|p>p|r>r|ɛ1>e|ʃ>ssi|ʌ0>o|n>n,
repressive,1.9721e-07,r>r|i0>e|p>p|r>r|ɛ1>e|s>ss|ɪ0>i|v>ve,
reprieve,1.9721e-07,r>r|i0>e|p>p|r>r|i1>ie|v>ve,
